# n gamma re_zetaprime im_zetaprime
5523 5930.860362894 2.799568343854e+00 -7.439842129671e+00
5524 5931.570134864 4.830298875483e+00 -2.640724217399e+00
5525 5932.736065547 3.767273825324e-01 -1.695700511533e+00
5526 5933.033536560 1.151247020724e+00 1.117480640140e+00
5527 5933.987898043 3.347187156753e+00 2.508735330013e+00
5528 5934.829981307 3.845126733004e+00 4.849153817998e+00
5529 5935.948347327 6.311048254303e+00 1.352450161865e+00
5530 5936.465147329 -1.016081268939e-01 8.746054620402e+00
5531 5938.287679988 6.235721440122e-01 -1.207772977974e+01
5532 5939.265303267 -4.463135828474e-01 -2.840362869815e+00
5533 5939.695838711 2.132073079059e+00 -1.280109919399e-01
5534 5940.379099853 2.812969768942e+00 2.573192032778e+00
5535 5941.441894804 6.713071894047e+00 1.653514126418e+00
5536 5942.467736154 7.027552573972e+00 -9.287130644029e-01
5537 5943.543979175 3.015049516113e+00 -2.423517441283e+00
5538 5944.130246624 2.656621493423e+00 1.302728096879e+00
5539 5944.725413371 6.473887699415e-02 5.208119698664e+00
5540 5946.143331991 9.759543266191e+00 -1.556827285494e+00
5541 5946.820062653 8.614122320679e+00 6.750550026279e+00
5542 5948.301613869 2.867545038899e+00 -9.248492813994e+00
5543 5949.142426313 2.465049697028e+00 -3.921507745677e+00
5544 5949.777706352 4.331434637174e+00 -1.944621845459e-01
5545 5950.989084393 1.199988408038e+00 -2.112769819383e+00
5546 5951.430121674 1.724309238262e+00 1.119911079157e+00
5547 5952.261902584 2.216156587154e+00 2.612344017796e+00
5548 5952.902618768 -1.547966228251e+00 6.259796287751e+00
5549 5954.465995762 1.189192235443e+01 -5.067024075993e+00
5550 5955.342138477 9.321261035124e+00 -2.517446814468e+00
5551 5956.365914061 5.449859532950e+00 -3.980238907012e+00
5552 5957.027692949 6.650636384930e+00 1.646903807026e+00
5553 5958.332640101 2.232396499280e+00 -4.259727261360e+00
5554 5958.866457495 4.018361338717e+00 9.151866037650e-01
5555 5959.876516606 5.509821986868e+00 -5.326551278083e-01
5556 5960.740693076 5.625797700710e+00 4.694515898740e-01
5557 5961.788662548 4.105130779867e+00 -1.578801377616e+00
5558 5962.574245886 2.376210416456e+00 1.946377106968e-01
5559 5962.943559513 -1.189212413591e+00 2.921059953391e+00
5560 5964.146533459 9.055751613141e+00 1.337115098581e+01
5561 5965.736509168 3.040141096628e+00 -1.255216929762e+01
5562 5966.619515143 2.058133624668e+00 -5.598629264989e+00
5563 5967.433133231 2.269288487080e+00 -2.668433519593e+00
5564 5968.178918742 2.349153161107e+00 -6.783453574128e-01
5565 5968.735878785 1.808140773956e+00 2.534449645123e+00
5566 5969.779680207 5.649056378301e+00 3.191792873596e+00
5567 5970.844216767 6.363571345786e+00 4.007521914891e-02
5568 5971.604971542 5.483451605697e+00 3.284759756054e+00
5569 5972.485368405 7.462806006934e+00 5.826355377496e+00
5570 5973.620902248 1.236912301644e+01 -1.101141386149e+00
5571 5974.886211179 1.389664811216e+00 -4.738456564416e+00
5572 5975.356163230 3.851770962219e+00 9.619122790233e-01
5573 5976.141901893 6.152608284219e+00 5.100597225689e+00
5574 5978.026590421 -5.741237604717e-01 -3.233683955676e-01
5575 5978.139309726 5.624120058501e-01 7.149090557811e-02
5576 5978.832670353 1.599250136877e+00 1.976372241332e+00
5577 5979.862288577 3.886546266824e+00 2.130371843377e+00
5578 5980.592613333 2.442199523963e+00 5.294377204541e+00
5579 5981.506260800 4.964542622509e+00 1.100691330036e+01
5580 5982.914976764 1.363734111564e+01 -8.217063245627e+00
5581 5984.012615640 3.200222236166e+00 -7.448137151571e+00
5582 5984.792817507 3.984501648976e+00 -3.349988519450e+00
5583 5985.669034668 3.261679116290e+00 -2.056614009495e+00
5584 5986.419145205 3.175436364631e+00 2.032491741255e-02
5585 5987.055919518 2.543971958201e+00 3.665132758052e+00
5586 5988.313841463 5.895456592786e+00 -1.249035682491e+00
5587 5988.973948251 4.994199865894e+00 3.946396648695e+00
5588 5990.294284874 3.493837565920e+00 -3.054255077422e+00
5589 5990.809755141 2.986237524124e+00 2.294496123447e+00
5590 5991.472985430 3.860124177906e-01 7.873057488822e+00
5591 5993.084653615 9.008427158540e+00 -1.056819516302e+01
5592 5994.057233176 3.626423407722e+00 -6.464038087939e+00
5593 5995.024532494 8.694663985805e-01 -2.500294855627e+00
5594 5995.409540651 2.194929703927e+00 1.452906837800e+00
5595 5996.609465538 3.977210598131e+00 -1.634905453410e+00
5596 5997.392505689 3.102397814819e+00 2.028999088283e-01
5597 5998.052919753 2.002735176257e+00 2.749509795158e+00
5598 5998.734794942 -1.189203643099e+00 6.814845555369e+00
5599 6000.121020998 1.765787847673e+01 2.296456908220e+00
5600 6001.495519090 1.003800522235e+00 -7.926411818857e+00
5601 6002.154589633 4.044858119323e+00 -2.561271597205e+00
5602 6002.914838346 5.016641384512e+00 -1.572209774239e-01
5603 6003.878519365 4.983293612136e+00 -9.905918682312e-01
5604 6004.591820725 5.309905977017e+00 2.886411718235e+00
5605 6005.855784942 4.527800158476e+00 -3.794257522957e+00
5606 6006.678028615 3.172611641794e+00 -1.257210405345e+00
5607 6007.325565907 2.648231748439e+00 1.595882995444e+00
5608 6007.978287458 6.747887813297e-01 5.299728244183e+00
5609 6009.204540380 1.086871437125e+01 4.313606581894e+00
5610 6010.190820410 1.275296460712e+01 1.730425572177e+00
5611 6011.253025428 1.256857559587e+01 -4.856447984815e+00
5612 6012.651122637 -1.499970878226e+00 -3.071038565796e+00
5613 6013.047245644 2.454125994382e+00 -6.083698292521e-01
5614 6014.042373169 2.202981982853e+00 -1.251503683610e+00
5615 6014.663869380 1.779940366282e+00 9.539297721749e-01
5616 6015.161467300 -1.242131631778e+00 3.350830284836e+00
5617 6016.736803704 8.305526695355e+00 -2.932420402255e+00
5618 6017.530542899 6.117391032911e+00 4.773860686796e-01
5619 6018.180474530 4.618623940449e+00 7.017523629817e+00
5620 6019.650285836 5.952509163235e+00 -7.731334629083e+00
5621 6020.485477165 4.206868487323e+00 -3.131280652091e+00
5622 6021.078533685 5.249962446089e+00 2.640687940902e+00
5623 6022.496991536 1.091264169814e+00 -3.413945649753e+00
5624 6022.866086751 2.769907619690e+00 1.949104432776e+00
5625 6024.235928622 2.128095148976e+00 -2.960747783438e+00
5626 6024.765822155 2.747616785101e+00 1.081408327192e+00
5627 6025.652989060 3.353450256234e+00 1.707591523939e+00
5628 6026.328429366 1.384812691821e+00 4.870933904650e+00
5629 6027.149989355 -5.558226572941e-01 1.258129904005e+01
5630 6029.083879336 -3.195499668850e+00 -9.907078134492e+00
5631 6029.871336491 4.182239358814e-01 -3.300901286642e+00
5632 6030.366565545 2.846650759302e+00 -9.838916975698e-03
5633 6031.190552493 4.476938857747e+00 1.429538615321e+00
5634 6032.274114807 4.920615252966e+00 -1.360192760242e+00
5635 6033.146731331 3.278689754005e+00 -4.095248191111e-01
5636 6033.644977208 1.087785660150e+00 4.020408471488e+00
5637 6034.942132630 8.340867916064e+00 -4.881125860301e-02
5638 6035.782357605 7.544217796648e+00 1.931275821288e+00
5639 6036.735104464 8.330368793577e+00 1.009819672221e+00
5640 6037.621814971 9.135141091059e+00 2.017330944428e+00
5641 6038.620819010 1.107447138902e+01 -7.946138124685e-01
5642 6039.780188462 5.222095862738e+00 -6.736960143904e+00
5643 6040.747929474 1.906869697566e+00 -3.684219642834e+00
5644 6041.398240993 3.158242284485e+00 -5.907463805465e-01
5645 6042.397652239 1.370551789782e+00 -7.058696408439e-01
5646 6042.668644064 -2.867362275901e-01 1.727118547030e+00
5647 6043.995010269 5.637794001314e+00 1.878409070552e+00
5648 6044.552572124 1.798468301640e-01 7.980139346195e+00
5649 6046.181521954 6.661801870456e+00 -8.480121439048e+00
5650 6046.796932396 9.381843413201e+00 1.159297247516e+00
5651 6048.263607361 -9.601486633010e-01 -4.680084154314e+00
5652 6048.952645864 7.681292062566e-01 -1.191824736252e+00
5653 6049.241142989 6.429749023546e-01 1.445779480807e+00
5654 6050.246128122 4.610388459105e+00 5.162779831367e+00
5655 6051.626971034 4.836959061692e+00 -4.595513296015e+00
5656 6052.439739294 3.307241802197e+00 -1.438152166219e+00
5657 6053.067413924 2.811181753104e+00 1.822667573523e+00
5658 6053.778846036 1.681031657285e+00 5.474476741053e+00
5659 6054.804164558 8.429411766934e+00 1.045305613579e+01
5660 6056.260886232 6.793326964154e+00 -9.927823841097e+00
5661 6057.072842114 6.408163738813e+00 -4.561331999536e+00
5662 6058.000876271 5.113946581610e+00 -4.013019815673e+00
5663 6059.134493786 2.956312314242e-01 -1.926181383405e+00
5664 6059.466828728 1.445199509954e+00 9.494811459039e-01
5665 6060.341627593 3.164417118091e+00 2.760016313599e+00
5666 6061.493619822 2.777443256308e+00 -2.765937918107e-01
5667 6061.793911747 -1.410133319211e+00 2.997207502851e+00
5668 6063.253687208 1.572108318750e+01 2.157004480133e+00
5669 6064.593399933 1.589197853732e+00 -6.347267693426e+00
5670 6065.104446594 5.187551832934e+00 3.120050056223e-01
5671 6066.142573933 5.508493843008e+00 -2.108755551271e+00
5672 6066.829934378 6.170652982883e+00 2.711267924714e+00
5673 6068.165352787 2.904957215573e+00 -4.875687065796e+00
5674 6068.884377848 3.268433502749e+00 -1.240714622975e+00
5675 6069.569709881 3.443168988488e+00 1.552555747717e+00
5676 6070.456730949 4.827234210232e+00 2.743724919252e+00
5677 6071.607124380 3.289707052007e+00 -1.000062256060e+00
5678 6071.987031737 1.121427467991e-01 3.739893039818e+00
5679 6072.986930282 4.630678576997e+00 1.374944775992e+01
5680 6074.835751881 -3.310462774452e+00 -7.918959940109e+00
5681 6075.456209880 2.600050481350e+00 -3.695734511389e+00
5682 6076.319580411 2.103041906598e+00 -2.095525114744e+00
5683 6076.896595429 2.823928590786e+00 1.110563928729e+00
5684 6077.923525598 3.438176967910e+00 -4.645411473877e-02
5685 6078.464257000 1.299797608196e+00 4.181646224192e+00
5686 6079.725372515 8.762568710124e+00 6.681727619349e-01
5687 6080.817594640 3.389198561201e+00 -2.016759597583e+00
5688 6081.177170653 8.695358241341e-01 4.245271773214e+00
5689 6082.501083708 1.263683195938e+01 -5.147936843437e-01
5690 6083.644016757 5.462837201258e+00 -5.951418674423e+00
5691 6084.383007366 5.993167353086e+00 -1.384716738351e+00
5692 6085.230905162 7.098343715208e+00 -2.882670992970e-03
5693 6086.325556913 5.379063528300e+00 -3.857523185900e+00
5694 6087.278392366 2.917214505321e+00 -2.752699114967e+00
5695 6088.144768072 1.348820109538e+00 -9.098908382107e-01
5696 6088.537541405 5.566657752514e-01 1.422240255578e+00
5697 6089.128616020 -2.960345907517e+00 3.266256747507e+00
5698 6090.717153106 1.604993427620e+01 -2.102901677889e-01
5699 6091.689881768 1.405921616002e+01 -3.086421217024e+00
5700 6093.192335325 -6.108197419258e-01 -7.712354463001e-01
5701 6093.283426818 7.840137798940e-01 5.223680547693e-01
5702 6094.550261331 3.812271266786e+00 -2.760908732119e+00
5703 6095.331193380 3.189914966050e+00 -5.494365776758e-01
5704 6095.911728318 2.345146868357e+00 3.456955436289e+00
5705 6097.096728489 7.354879626846e+00 3.042431502245e-01
5706 6098.071498010 5.525896122903e+00 -9.439246946614e-01
5707 6098.786888080 4.813187429274e+00 2.706300869681e+00
5708 6099.667065247 6.503178138562e+00 4.710347022878e+00
5709 6100.713939635 9.805882155687e+00 1.664543602217e+00
5710 6101.542636011 1.148756904426e+01 5.687305886634e+00
5711 6103.111062056 -1.582412006252e+00 -7.005554018851e+00
5712 6103.890836008 5.614136659909e-01 -2.319135479270e+00
5713 6104.369986546 1.994203339635e+00 3.224478594180e-01
5714 6105.080112319 2.460514224774e+00 2.854795924338e+00
5715 6106.427937948 1.806220575915e+00 -1.330508742895e+00
5716 6106.698870787 -9.311132880924e-03 2.325770259363e+00
5717 6107.888398279 6.984081958881e+00 5.036754635603e+00
5718 6108.683780717 6.786815806378e+00 1.131358309955e+01
5719 6110.531011476 -2.190591061986e+00 -3.125051090186e+00
5720 6110.830996155 2.956189093643e+00 -2.147602205594e-01
5721 6111.844532848 3.841301488367e+00 -1.703941539064e+00
5722 6112.464435385 4.010512643607e+00 2.694408594437e+00
5723 6113.552617474 7.915531902091e+00 -8.186783376709e-02
5724 6114.761891752 2.006615957705e+00 -3.333543152361e+00
5725 6115.274791544 3.002970698266e+00 1.089743514180e+00
5726 6116.167495931 4.215585123386e+00 1.874829578055e+00
5727 6117.090753292 3.787107007202e+00 1.528652482844e+00
5728 6117.552359428 -2.140703239354e+00 5.580614791942e+00
5729 6119.215997842 1.297505783554e+01 -9.766182445426e+00
5730 6120.281534698 2.911142276490e+00 -6.866788638070e+00
5731 6120.933301686 5.878928859598e+00 -1.632149689897e+00
5732 6122.094398759 1.854983428786e+00 -3.875386996019e+00
5733 6122.857424920 1.723492686638e+00 -1.200197652415e+00
5734 6123.356607973 1.487007398103e+00 1.579741999742e+00
5735 6124.138883220 1.436075221102e+00 4.555077085250e+00
5736 6125.172619880 6.884359774237e+00 7.833400766196e+00
5737 6126.568586520 4.946804414110e+00 -5.221593317114e+00
5738 6127.130221394 5.563203223330e+00 2.328739783184e+00
5739 6128.046863130 9.176612278387e+00 3.703101867930e+00
5740 6129.268751548 7.508902258650e+00 -6.070860321908e+00
5741 6130.291606465 1.832146571370e+00 -3.257683529826e+00
5742 6130.686768648 2.910025703504e+00 2.568474911522e+00
5743 6132.121687397 2.270923712811e+00 -4.186359072540e+00
5744 6132.762353486 3.167344310498e+00 -4.372187378117e-01
5745 6133.489892704 3.357089051103e+00 1.835650629089e+00
5746 6134.455051668 4.166270162128e+00 1.380805844331e+00
5747 6135.143074922 2.356854857774e+00 4.557115230126e+00
5748 6135.892613201 -9.547118670434e-01 1.128566823533e+01
5749 6137.781389320 -1.430122836572e+00 -1.062744961077e+01
5750 6138.445601390 4.067899695839e+00 -4.624260951438e+00
5751 6139.589346959 -9.897727719299e-02 -1.334871874287e+00
5752 6139.813239834 9.271239247081e-01 8.231637984211e-01
5753 6140.675863383 2.999277934923e+00 3.765577146566e+00
5754 6141.872358756 7.193176072022e+00 -5.701352557464e-01
5755 6142.911451640 3.174022552414e+00 -1.794752132481e+00
5756 6143.356666103 1.749117229248e+00 3.388396177699e+00
5757 6144.405867208 7.488899397906e+00 5.389570719076e+00
5758 6145.505364044 1.084952148277e+01 -2.158982578561e-01
5759 6146.604329605 4.715119119208e+00 -3.673586319630e+00
5760 6147.070023448 4.210089761693e+00 5.055418840686e+00
5761 6148.593113946 2.865382324585e+00 -7.978664762638e+00
5762 6149.398925230 3.097923687679e+00 -3.590369299568e+00
5763 6150.275374104 2.037684351795e+00 -1.842166055713e+00
5764 6150.879887870 2.236327786037e+00 7.537149844459e-01
5765 6151.572502081 1.741295602841e+00 3.272614005519e+00
5766 6152.585599028 4.690958067898e+00 4.240244393139e+00
5767 6153.326365653 2.448184890193e+00 9.792367709575e+00
5768 6154.805638424 1.127504685262e+01 -8.159963593867e+00
5769 6155.704809902 7.957215608022e+00 -5.227603028672e+00
5770 6156.737464496 2.968255959724e+00 -4.580205140168e+00
5771 6157.381128649 4.629989473302e+00 -3.283677488865e-01
5772 6158.397686173 3.933607061950e+00 -1.804214724670e+00
5773 6159.096947189 3.774322807733e+00 1.181555627878e+00
5774 6159.829468996 3.866296446030e+00 5.100950496541e+00
5775 6161.429368946 3.705299989997e-01 -2.960497728645e+00
5776 6161.827253697 1.915129126299e+00 6.451879713085e-01
5777 6162.415562412 4.872280715122e-01 3.712941658648e+00
5778 6163.378477444 3.419853801123e+00 1.084875314672e+01
5779 6164.773220517 1.660616903675e+01 -6.960494825898e+00
5780 6166.200513435 -1.654387010811e+00 -2.414492587941e+00
5781 6166.483048994 2.388903558990e+00 -7.435331303926e-03
5782 6167.464531359 4.461014390982e+00 -1.102462539321e+00
5783 6168.379809680 3.996564399687e+00 -1.035283008883e+00
5784 6169.394736468 7.690165712917e-01 -5.351890708000e-01
5785 6169.538152647 -4.544924809026e-01 8.974658571790e-01
5786 6170.820008109 7.141029956886e+00 6.861223526523e+00
5787 6171.920474772 1.148121475666e+01 1.337982868190e+00
5788 6172.839930458 1.237707757028e+01 1.118181564418e+00
5789 6174.235069962 -1.885732807197e-02 -4.868829398747e+00
5790 6174.747542413 2.949982458843e+00 -5.937613346387e-01
5791 6175.309013705 2.588362513694e+00 4.108349009420e+00
5792 6176.744162203 5.492032502015e+00 -5.590683643552e+00
5793 6177.630404450 3.411897112589e+00 -2.909797071034e+00
5794 6178.410285632 3.007821960063e+00 -7.730849600428e-01
5795 6179.094486918 2.615126930797e+00 1.541393797808e+00
5796 6179.764681614 1.042380124169e+00 4.993437383133e+00
5797 6181.012825756 8.280034967410e+00 1.729814540566e+00
5798 6181.678420747 5.264782632031e+00 9.265970822361e+00
5799 6183.062480335 1.393503490997e+01 -9.000627600791e+00
5800 6184.336316582 -1.423516176642e+00 -5.560855707696e+00
5801 6185.079974864 5.993091237157e-01 -1.759116319169e+00
5802 6185.460103700 1.565030360691e+00 1.046102875327e+00
5803 6186.457283968 3.569050745653e+00 1.082359842209e+00
5804 6187.126750723 2.299052153553e+00 4.860296173754e+00
5805 6188.458683360 6.422760862245e+00 -2.125530248329e+00
5806 6189.118029682 5.433042092973e+00 3.328703461805e+00
5807 6190.169795887 7.640709748666e+00 5.088425974100e-01
5808 6190.926665972 7.452460531080e+00 5.093855258487e+00
5809 6192.097286028 1.088864646691e+01 -3.289764928784e+00
5810 6193.133431145 5.785722486215e+00 -5.105380634577e+00
5811 6193.902824192 6.400525285602e+00 -1.520794111906e+00
5812 6194.965274093 3.665507853360e+00 -3.440201146364e+00
5813 6195.672078990 4.275082132372e+00 -2.068567510623e-01
5814 6196.664752127 3.476796906472e+00 -1.184700227218e+00
5815 6197.387063257 2.787934320535e+00 9.344211669120e-01
5816 6198.065389562 1.473850380609e+00 3.098304557910e+00
5817 6198.652216561 -4.663555752077e+00 5.829499370599e+00
5818 6200.674034464 -1.458751744468e-01 -1.250815998825e+01
5819 6201.593088506 -8.669709384856e-02 -2.260814170441e+00
5820 6201.832569639 1.720164683939e+00 1.469258474706e+00
5821 6203.190910737 3.284879241469e+00 -3.622830104301e+00
5822 6203.867876242 3.653616803749e+00 -9.694473329110e-02
5823 6204.585656187 3.975221480210e+00 2.962690342288e+00
5824 6205.731342331 5.911594529796e+00 -1.001560041329e+00
5825 6206.513025685 5.206939751762e+00 1.490222433207e+00
5826 6207.353677367 5.950329528712e+00 3.422473210976e+00
5827 6208.562086127 2.786424469826e+00 -1.532597388870e+00
5828 6208.813972411 -7.031418368476e-01 3.478473689532e+00
5829 6210.470030163 8.166885183927e+00 -8.379205532062e+00
5830 6211.207816547 9.502020679901e+00 -1.931978051335e+00
5831 6212.549686058 -5.219400109950e-01 -4.510872362338e+00
5832 6213.187976900 1.683482031871e+00 -1.553876638312e+00
5833 6213.799999959 2.103135152246e+00 6.179211138386e-01
5834 6214.501304730 1.832665256009e+00 2.911600224506e+00
5835 6215.400957017 3.496146519814e+00 6.069955025253e+00
5836 6216.668292163 6.640228731557e+00 -1.212367764246e+00
5837 6217.188858909 3.006707550707e+00 7.013393660186e+00
5838 6218.517119863 1.459935192314e+01 -4.092851988161e+00
5839 6219.844220203 -6.187863785024e-01 -4.462415878223e+00
5840 6220.276866168 3.458256088531e+00 -2.046669017159e-01
5841 6221.350127563 1.913335217687e+00 -1.363292755621e+00
5842 6221.641300961 1.447812392331e-01 2.753894782663e+00
5843 6223.447708927 1.084400272896e-03 -3.523768195469e+00
5844 6223.854786960 2.583944640443e+00 4.356927588155e-01
5845 6224.732447311 3.524329300426e+00 1.018924738613e+00
5846 6225.470678081 2.838154515346e+00 3.410233037824e+00
5847 6226.232883568 1.483733509290e+00 8.081468433479e+00
5848 6227.450045327 1.667734901072e+01 5.756574268695e+00
5849 6228.832840927 3.063438744267e+00 -1.086442825697e+01
5850 6229.761584418 8.958610556885e-01 -4.148940640986e+00
5851 6230.323749795 3.362448739816e+00 -5.281713422879e-01
5852 6231.186984215 4.456999599470e+00 3.519798390828e-02
5853 6232.234236964 2.837328609074e+00 -1.417380853451e+00
5854 6232.811490701 2.120779069031e+00 1.739259611102e+00
5855 6233.436150635 -5.481030843243e-01 5.319424082604e+00
5856 6234.905356028 1.014925665567e+01 -2.630896997235e+00
5857 6235.691811529 9.243767729593e+00 1.630966108099e+00
5858 6236.871797214 4.486860192057e+00 -4.220949867343e+00
5859 6237.401188052 5.116281683782e+00 3.209203577420e+00
5860 6238.507790150 1.034571395366e+01 -1.208243827195e+00
5861 6239.720298749 2.496585437020e+00 -5.704472121368e+00
5862 6240.518432489 2.050010192415e+00 -1.990120383717e+00
5863 6240.987478338 2.332041716045e+00 2.183784418030e+00
5864 6242.263742650 3.559487976562e+00 -1.989413397216e+00
5865 6242.916128110 2.805718846896e+00 1.123222432833e+00
5866 6243.536571205 8.365873941117e-01 4.364913509918e+00
5867 6244.467501007 3.003470634601e+00 1.128221980075e+01
5868 6245.846353793 1.823603759839e+01 -5.761037814606e+00
5869 6247.220803895 -1.905897029493e+00 -5.443828602775e+00
5870 6247.765900413 2.818673594068e+00 -2.129958902086e+00
5871 6248.617590057 2.682980567557e+00 -1.278779434038e+00
5872 6249.223567203 2.724380165909e+00 1.885945723909e+00
5873 6250.125998033 4.781681902639e+00 3.505648808702e+00
5874 6251.160830040 7.910884187787e+00 1.626032110334e+00
5875 6252.337721682 3.458683057876e+00 -3.018693891050e+00
5876 6252.960641624 2.642525281115e+00 7.428624571611e-01
5877 6253.372699435 -1.783161130623e+00 3.964939537666e+00
5878 6255.212382592 2.706762366508e+00 -7.278967656681e+00
5879 6255.709995716 6.150471824531e+00 1.305895166576e+00
5880 6256.737988104 9.160199359881e+00 -1.833411993077e+00
5881 6257.821913768 5.318724288968e+00 -5.448543641751e+00
5882 6258.863142202 1.029053926580e+00 -3.097784556185e+00
5883 6259.511130503 1.609269040714e+00 -5.788989704580e-01
5884 6259.969134480 7.428786694520e-01 2.000572424049e+00
5885 6260.941865600 2.944714195809e+00 4.575098248626e+00
5886 6261.776846422 2.988333921287e+00 9.240901018105e+00
5887 6263.065904932 1.558502643467e+01 -7.876350017258e-01
5888 6264.199277451 7.078839289399e+00 -7.611874728682e+00
5889 6265.060898277 5.499360131966e+00 -4.221850055235e+00
5890 6265.972125305 3.698892280400e+00 -2.865535203103e+00
5891 6266.645735922 4.426611802631e+00 6.998679470641e-01
5892 6267.560486576 5.945464793848e+00 8.386628805842e-01
5893 6268.625266755 4.505945415762e+00 -1.876534067165e+00
5894 6269.267355567 4.248089658685e+00 2.489097003861e+00
5895 6270.349148875 5.822748553860e+00 -3.709681866460e-01
5896 6271.148771757 4.955913926671e+00 1.625639333092e+00
5897 6271.964363396 4.512939942762e+00 3.376632975405e+00
5898 6272.586182981 -6.549119433448e-01 9.907999638814e+00
5899 6274.619334058 -4.070338579885e+00 -5.121708417426e+00
5900 6275.133981984 2.241916599862e+00 -2.700447640484e+00
5901 6275.846693888 3.703573006582e+00 -7.411143974073e-01
5902 6276.916164708 1.433341971023e+00 -1.333018896388e+00
5903 6277.229194883 5.499847656628e-01 2.072716776690e+00
5904 6278.607595709 3.986301526162e+00 -1.264752374371e+00
5905 6279.122462096 2.036982198954e+00 3.603138100170e+00
5906 6279.993148665 3.609886440872e+00 9.039515738602e+00
5907 6281.406047966 1.048728286373e+01 -6.390257922986e+00
5908 6282.275812910 8.002771523016e+00 -3.474738755603e+00
5909 6283.220407902 5.821621216004e+00 -3.415058236835e+00
5910 6284.054280278 5.195484906944e+00 -1.432585675415e+00
5911 6284.788411119 5.978543617501e+00 2.093809613319e+00
5912 6285.899070663 7.429307149657e+00 -2.777842545439e+00
5913 6287.173743025 -7.355510587295e-02 -1.520999814302e+00
5914 6287.425952941 1.029577375774e+00 7.847862457279e-01
5915 6288.211245409 1.720372702489e+00 3.221427798492e+00
5916 6289.114831894 3.204027198613e+00 6.304660847198e+00
5917 6290.037006599 6.662119140571e+00 1.179538161224e+01
5918 6291.549652025 6.497452173108e+00 -1.075052420430e+01
5919 6292.329914870 6.966811658008e+00 -4.574817482400e+00
5920 6293.297335720 4.763536546417e+00 -4.726951089395e+00
5921 6294.349329654 8.320210326440e-01 -2.723447482518e+00
5922 6295.006181306 8.631873603975e-01 -3.669777436452e-01
5923 6295.221568857 -4.775868992685e-01 1.056150909664e+00
5924 6296.546591928 7.821300521020e+00 4.895525263365e+00
5925 6297.771255865 5.849556146057e+00 -3.430064874841e+00
5926 6298.458690160 5.032441324528e+00 1.210836665736e+00
5927 6299.172745575 4.631574536328e+00 5.964851288379e+00
5928 6300.374887381 1.158793093574e+01 -1.179987344478e+00
5929 6301.383220878 8.419136655756e+00 -4.004420801658e+00
5930 6302.230259740 8.479633853351e+00 -1.978242863378e+00
5931 6303.490771613 4.710241967812e-01 -3.672211016117e+00
5932 6303.949179387 2.976671725151e+00 3.418277574057e-01
5933 6304.900391852 4.141480657778e+00 -1.286305868689e-01
5934 6305.747858387 3.856197240900e+00 7.097107252035e-01
5935 6306.557291346 3.204064447087e+00 1.862029737943e+00
5936 6307.144720876 -3.764554774482e-01 5.591626672908e+00
5937 6308.253824516 1.008502394282e+01 1.400613519690e+01
5938 6309.939810023 -1.759907301892e+00 -1.040699425894e+01
5939 6310.837756045 -2.983153720698e-01 -2.294896885209e+00
5940 6311.201065750 1.855939907974e+00 3.490498368804e-01
5941 6311.879397195 2.440828165388e+00 3.663608660478e+00
5942 6313.321021468 3.036651625140e+00 -3.512125097731e+00
5943 6313.825911946 3.641241692119e+00 2.176084580979e+00
5944 6315.031008723 3.379456079645e+00 -1.780846039521e+00
5945 6315.483979857 1.880107902588e+00 3.612692405141e+00
5946 6316.769600866 5.337267569021e+00 -1.144283198754e+00
5947 6317.255760099 1.966316244510e+00 5.916879859638e+00
5948 6318.603143129 1.109735252977e+01 -3.021916471423e+00
5949 6319.382478612 1.174052849576e+01 2.158082970222e+00
5950 6320.918880337 -1.810949170740e+00 -4.089491796570e+00
5951 6321.415499802 2.276925091536e+00 -1.436536132896e+00
5952 6322.118186693 3.319107834147e+00 5.003066671558e-01
5953 6323.182594445 2.428063281544e+00 -9.937128668839e-01
5954 6323.689061224 1.332128564276e+00 2.084908461722e+00
5955 6324.348503494 -1.695749911786e+00 5.615606684538e+00
5956 6325.991157332 6.937664523605e+00 -5.534235623928e+00
5957 6326.550698605 6.948316162108e+00 4.106228029776e+00
5958 6327.709329596 1.072360024696e+01 -3.678651573524e+00
5959 6328.768971502 5.003590861466e+00 -5.724893999728e+00
5960 6329.665095499 2.762397335459e+00 -2.897769593221e+00
5961 6330.240406355 3.598236417465e+00 1.285376512936e+00
5962 6331.108424755 5.873963349402e+00 3.083413234447e+00
5963 6332.346151109 4.998662128535e+00 -3.837480995285e+00
5964 6333.196346147 3.278029367043e+00 -1.595423877586e+00
5965 6333.916050927 2.474393641940e+00 5.015695385850e-01
5966 6334.410684882 -2.101473345721e-01 3.475784095906e+00
5967 6335.356899772 8.651709311437e-01 1.233802417931e+01
5968 6337.044248810 5.001845193273e+00 -1.258903922714e+01
5969 6337.822038198 6.242058193001e+00 -5.708086298624e+00
5970 6339.041957468 -3.865801952756e-01 -1.532191505400e+00
5971 6339.248808947 1.220280728297e+00 8.497790849265e-01
5972 6340.441439654 3.245603881570e+00 -1.276314864963e+00
5973 6341.029239095 2.664296509580e+00 2.403861274423e+00
5974 6341.954159170 4.902027359978e+00 3.938339098872e+00
5975 6343.025918904 6.371512140034e+00 7.143393774188e-01
5976 6343.639577677 3.466288832057e+00 7.363220286349e+00
5977 6345.124572354 5.892168076395e+00 -6.896615995404e+00
5978 6345.812781596 6.620217624905e+00 -6.814314105693e-01
