# n gamma re_zetaprime im_zetaprime
5979 6346.708588292 7.036555300437e+00 -4.188780459362e-01
5980 6347.512774839 8.521883133151e+00 2.640813541080e+00
5981 6348.864774975 2.220545568530e+00 -6.352254029274e+00
5982 6349.694650325 1.715282182592e+00 -2.468609429617e+00
5983 6350.349366018 1.869889546025e+00 -1.625695845581e-01
5984 6350.797904043 1.812278071864e-01 2.680207013376e+00
5985 6352.124095647 5.953007592391e+00 3.409109059775e-01
5986 6352.824041916 3.911902050778e+00 3.850053428310e+00
5987 6353.487236190 -5.576653567661e-01 1.032431518211e+01
5988 6355.408107878 -2.487216487365e+00 -7.814610691801e+00
5989 6355.930130900 4.603950683350e+00 -2.780695290838e+00
5990 6356.984106930 1.872226788155e+00 -3.250030790464e+00
5991 6357.606857658 2.835933426925e+00 -1.735652003245e-01
5992 6358.315701848 3.051428448451e+00 2.215566516447e+00
5993 6359.169623808 4.654962982690e+00 4.940625561681e+00
5994 6360.503448522 4.585691197404e+00 -3.545783417928e+00
5995 6361.108114372 4.495868933826e+00 1.854552865185e+00
5996 6362.082499058 5.219276255417e+00 8.496857656110e-01
5997 6362.685361831 2.432384878899e+00 6.585506485744e+00
5998 6363.900839548 1.508249064822e+01 2.322191329386e+00
5999 6365.283583744 5.476551951344e-01 -6.794736143495e+00
6000 6365.852321021 4.470491344073e+00 -1.465766486217e+00
6001 6366.671353345 6.136167252523e+00 -5.801797531746e-02
6002 6367.958813533 7.225741898668e-01 -2.857924719775e+00
6003 6368.438094220 2.139787525710e+00 3.449684736324e-01
6004 6369.245882999 2.206609729889e+00 1.222611611638e+00
6005 6369.770229024 -1.017871429406e+00 3.793383207888e+00
6006 6370.898050448 6.819758655968e+00 1.250191835188e+01
6007 6372.415682394 5.977936669669e+00 -1.016815354103e+01
6008 6373.173152452 6.507631241624e+00 -3.719932763352e+00
6009 6374.053534359 6.046238779260e+00 -2.734415077731e+00
6010 6375.032404909 3.408755369283e+00 -2.706684434877e+00
6011 6375.599195636 3.996249617937e+00 2.228762519281e+00
6012 6376.764549170 5.353982992512e+00 -2.158407303176e+00
6013 6377.511439945 5.271341313738e+00 9.220722649218e-01
6014 6378.550145730 4.481322546158e+00 -1.291445031954e+00
6015 6379.246624189 3.688300270328e+00 1.782539597217e+00
6016 6379.959409796 2.734523890843e+00 5.714634370010e+00
6017 6381.143665232 9.369593549857e+00 1.576540663861e+00
6018 6381.848039062 7.907166330562e+00 9.372630155756e+00
6019 6383.410238912 2.077695717685e+00 -1.178685546591e+01
6020 6384.459219016 -8.738993805932e-01 -2.679003047120e+00
6021 6384.920488511 1.743718503512e+00 -6.195419266025e-01
6022 6385.578203508 2.200198037419e+00 1.269228357148e+00
6023 6386.357077119 2.636120420842e+00 3.833281846278e+00
6024 6387.528294108 5.969211430635e+00 3.294707165076e-01
6025 6388.197850517 4.284702321082e+00 5.168660943511e+00
6026 6389.360853370 8.225442167883e+00 -5.210002927769e-02
6027 6390.006152211 6.280315339275e+00 7.931320756176e+00
6028 6391.686645484 -1.078356189674e+00 -5.185022692438e+00
6029 6392.187328679 2.779921371605e+00 -1.071359609344e+00
6030 6392.718575156 2.690893237492e+00 3.640729743190e+00
6031 6394.065073886 6.825344453150e+00 -4.534969000286e+00
6032 6395.031740701 3.157909159739e+00 -3.200528705399e+00
6033 6395.668869606 3.959925829240e+00 5.713323757632e-01
6034 6396.729259797 3.000485663444e+00 -1.222950318668e+00
6035 6397.361130693 1.890837851794e+00 1.202616287487e+00
6036 6397.786081170 -2.286783167523e+00 2.911929013339e+00
6037 6399.176640347 1.647015798471e+01 1.038680791753e+01
6038 6400.746238658 -1.317665721842e+00 -8.133167371745e+00
6039 6401.323625925 4.251540779466e+00 -2.843006398499e+00
6040 6402.175290622 4.790552456490e+00 -2.010312096908e+00
6041 6403.110886587 3.712401807549e+00 -2.008732554387e+00
6042 6403.861397515 3.726148318835e+00 1.727498242204e-01
6043 6404.767039731 2.811136609293e+00 1.443296458453e-01
6044 6405.178961948 -7.378709095008e-01 3.727819435154e+00
6045 6406.748283859 7.722028938383e+00 -4.499932603571e+00
6046 6407.612952819 4.053469276569e+00 -1.623466128230e+00
6047 6408.077160918 2.064399071789e+00 4.647332618921e+00
6048 6409.279021190 1.198466046046e+01 1.583871983659e+00
6049 6410.353801336 1.003209612019e+01 -4.844724693439e+00
6050 6411.384469329 4.724526456335e+00 -5.697297944815e+00
6051 6412.247558438 3.553358635066e+00 -3.158432718344e+00
6052 6413.040420059 3.485795581629e+00 -1.200069233915e+00
6053 6413.833451375 3.356220252667e+00 2.112468830983e-01
6054 6414.570290069 3.127066735325e+00 2.386587045048e+00
6055 6415.462076136 3.971147289935e+00 3.372860281519e+00
6056 6416.175908959 1.625717014930e+00 8.101471977066e+00
6057 6417.378052854 1.676963112528e+01 6.114668576135e+00
6058 6418.792599643 1.700060804367e+00 -1.044560198876e+01
6059 6419.692022861 6.655410269282e-01 -3.521318841292e+00
6060 6420.182578627 3.074401511409e+00 1.785014047155e-01
6061 6421.255935828 1.580738733319e+00 -9.035539601406e-01
6062 6421.491228644 -4.980588497480e-01 2.068478262115e+00
6063 6423.414486177 -3.986876127976e-01 -2.743598905708e+00
6064 6423.764508954 1.882438068087e+00 4.084895620711e-01
6065 6424.401461603 1.527791245507e+00 3.397980575116e+00
6066 6425.399747335 5.699128482323e+00 6.241177176325e+00
6067 6426.480014182 1.080107736468e+01 2.518887337002e+00
6068 6427.401528361 1.230658942012e+01 2.207457118232e+00
6069 6428.587583739 7.468454316333e+00 -7.551473894829e+00
6070 6429.468848693 5.839905764132e+00 -4.951167471190e+00
6071 6430.694571981 -3.313706277286e-01 -1.362964631068e+00
6072 6430.918186134 1.075659059850e+00 6.704440005052e-01
6073 6431.981683246 2.485821794995e+00 3.323283020135e-02
6074 6432.433303080 -6.055513595309e-02 3.181420561350e+00
6075 6433.622387486 7.358035235251e+00 5.147668894948e+00
6076 6434.514944025 9.486835629347e+00 7.342699797363e+00
6077 6435.774652679 1.032310034529e+01 -6.553763314895e+00
6078 6436.905185938 5.949993630487e-01 -2.559721359445e+00
6079 6437.123406603 1.349444272235e+00 2.313965522546e+00
6080 6438.740481005 5.900937246742e-01 -3.894373121272e+00
6081 6439.140618634 3.148083920928e+00 1.093273659063e+00
6082 6440.125226421 5.957481194883e+00 3.759471793320e-01
6083 6441.140573843 4.952472449056e+00 -1.612864237506e+00
6084 6441.894099406 4.728910590313e+00 1.031659448323e+00
6085 6442.897533673 3.971098741450e+00 -4.865154804703e-01
6086 6443.565266181 2.266217313556e+00 1.928346193488e+00
6087 6443.978372086 -3.834526065584e+00 3.410979027284e+00
6088 6445.971515285 3.448463283748e+00 -1.559943790344e+01
6089 6447.022174123 -1.054154689911e+00 -3.622654908395e+00
6090 6447.474618172 2.625567789479e+00 -7.575274038450e-01
6091 6448.246132866 4.039398015485e+00 7.601309749804e-01
6092 6449.332054724 3.195259240843e+00 -1.493232972920e+00
6093 6449.896208786 2.568556435849e+00 2.385811953988e+00
6094 6450.770449031 4.351309741924e+00 5.045371334706e+00
6095 6451.965072774 6.974884140839e+00 -9.910453368353e-01
6096 6452.616809388 5.455682312846e+00 4.989302555381e+00
6097 6453.681785667 1.153993372968e+01 2.217669470422e+00
6098 6454.861307375 6.324868055281e+00 -5.991240895874e+00
6099 6455.690820622 4.469417731788e+00 -2.400999177794e+00
6100 6456.243758468 4.594945155303e+00 4.123242399283e+00
6101 6457.653867884 4.189961231675e+00 -6.770704288696e+00
6102 6458.658611073 4.961672056696e-01 -2.308731586344e+00
6103 6459.067827430 1.853649582894e+00 7.050507850364e-01
6104 6459.952831321 2.631726240251e+00 1.226483744614e+00
6105 6460.534639478 4.585672304451e-02 4.296956917056e+00
6106 6461.614784191 6.798679929333e+00 9.627751197470e+00
6107 6462.852814106 1.347317795001e+01 -2.673020822624e+00
6108 6463.724097146 1.324377504273e+01 -1.006825557825e+00
6109 6465.143720813 -1.457792164767e+00 -4.941365983270e+00
6110 6465.743873967 1.752750504508e+00 -1.795766283128e+00
6111 6466.295733700 2.542621694888e+00 1.166414371391e+00
6112 6467.193447824 4.329754132372e+00 2.135338554741e+00
6113 6468.092790956 5.914997945217e+00 3.083438200360e+00
6114 6469.131125191 7.680927750307e+00 1.593938082980e-01
6115 6470.197357328 3.677876852305e+00 -2.184110734815e+00
6116 6470.701077817 2.686324507702e+00 3.110998894631e+00
6117 6471.560457479 4.694444193125e+00 7.630447950180e+00
6118 6472.780201590 1.371858219187e+01 -9.628444878626e-01
6119 6473.798648697 1.097166062790e+01 -5.452962075728e+00
6120 6475.021493493 4.829922275735e-02 -5.219225536557e+00
6121 6475.727754608 1.351825225277e+00 -1.602121006626e+00
6122 6476.113123924 1.465139828890e+00 1.984470078109e+00
6123 6477.481705763 2.769723864284e+00 -2.200036639573e+00
6124 6478.027176625 2.446756766060e+00 1.596122203049e+00
6125 6478.831342933 2.441160129355e+00 3.272033518777e+00
6126 6479.431139218 -3.193641433644e+00 7.155678276145e+00
6127 6481.273679157 3.742817403513e+00 -1.166055718675e+01
6128 6482.002790372 5.816788786061e+00 -4.405526133369e+00
6129 6483.006704610 1.994026317150e+00 -3.036190534820e+00
6130 6483.450189796 3.001243807576e+00 2.112001173984e+00
6131 6484.519323277 7.514921606268e+00 3.408893027769e-01
6132 6485.713209327 2.244143559695e+00 -3.174906269416e+00
6133 6486.163374262 3.006851678328e+00 2.165437762513e+00
6134 6487.445215264 2.383506204546e+00 -1.935491283068e+00
6135 6487.830216813 1.329370897888e+00 2.772132355591e+00
6136 6488.926620779 5.893768369506e+00 2.925746960747e+00
6137 6489.622575931 3.495901047273e+00 8.666846144832e+00
6138 6490.906097872 1.673120376873e+01 -2.101551847006e+00
6139 6492.190210433 1.026666686949e+00 -7.772908243104e+00
6140 6492.813486515 5.126999025141e+00 -2.545359579227e+00
6141 6494.004710693 3.176262578359e-01 -2.687717663727e+00
6142 6494.622125319 8.373560148051e-01 -4.088868989869e-01
6143 6494.866454096 -3.072247706183e-01 1.116075701612e+00
6144 6496.007974725 4.166171648322e+00 6.773551195256e+00
6145 6497.279308278 8.197411962297e+00 -2.104508109731e+00
6146 6498.038769460 6.790666724157e+00 1.766239211355e+00
6147 6498.834863258 7.753276124158e+00 5.689135791617e+00
6148 6500.031689481 1.126573823200e+01 -4.490717677621e+00
6149 6501.207453992 1.140318059477e+00 -4.426522432414e+00
6150 6501.665184352 3.744346220198e+00 8.931811908111e-01
6151 6502.566972222 6.699483829691e+00 1.679647357781e+00
6152 6503.701543494 6.027224556958e+00 -3.703179279696e+00
6153 6504.732509796 1.772529634597e+00 -2.689068210284e+00
6154 6505.408729994 1.224085625672e+00 -2.401553847698e-01
6155 6505.667900632 -7.289671259868e-01 1.409095796117e+00
6156 6507.137020078 4.944948558625e+00 4.462610837913e-01
6157 6507.477752628 -2.847795030583e+00 5.497202318997e+00
6158 6509.618252800 -3.901721644243e+00 -4.929122693968e+00
6159 6510.058208139 3.168320409249e+00 -2.291330492237e+00
6160 6510.892054061 4.058614133274e+00 -1.618014429287e+00
6161 6511.726223192 4.251359556511e+00 -5.720446778283e-01
6162 6512.566938401 4.328224906375e+00 3.865262270632e-01
6163 6513.360945148 4.632130591079e+00 2.376312427468e+00
6164 6514.382624270 5.438671681065e+00 3.726799696626e-01
6165 6515.052647859 4.101438915176e+00 4.998987207660e+00
6166 6516.171290291 9.874301119676e+00 1.404891573066e+00
6167 6517.240330845 6.264293616673e+00 -2.864746751240e+00
6168 6517.861387847 5.796649054939e+00 3.603967129382e+00
6169 6518.808197452 1.123359854633e+01 4.886223181418e+00
6170 6520.320492652 -7.982990380958e-01 -6.176380480005e+00
6171 6520.909964940 3.139015269366e+00 -2.168960537429e+00
6172 6521.788872386 2.539724632229e+00 -1.437451287817e+00
6173 6522.371597082 2.583080181759e+00 1.778678286874e+00
6174 6523.377319126 4.140617619768e+00 1.066767734013e+00
6175 6524.089123053 2.946446778813e+00 3.884666922950e+00
6176 6524.898764044 2.816094661471e+00 8.527203936217e+00
6177 6526.082562691 1.628395347186e+01 4.723537945374e+00
6178 6527.431766364 3.059153001631e+00 -9.580664735551e+00
6179 6528.187904465 4.447866773136e+00 -4.111992707019e+00
6180 6529.103609832 2.748780399872e+00 -2.745865675196e+00
6181 6529.761023942 3.189498848930e+00 2.347248553062e-01
6182 6530.427671756 3.022572947346e+00 3.806461184582e+00
6183 6531.598707500 8.279726368340e+00 -2.152116562585e-01
6184 6532.693567138 3.995359259963e+00 -3.278600561329e+00
6185 6533.491429405 2.193175166858e+00 -7.191679916468e-01
6186 6533.871387071 1.740982910153e-01 2.641199735806e+00
6187 6534.762937011 2.167526382661e-01 1.031848000157e+01
6188 6536.470053698 3.309349191386e+00 -9.586871251422e+00
6189 6537.054650214 7.663739184791e+00 -9.824921514611e-01
6190 6538.142600402 5.678710900775e+00 -5.453285467312e+00
6191 6539.169984549 1.328655534054e+00 -3.342950464902e+00
6192 6539.724960985 2.908191536918e+00 6.163090466016e-02
6193 6540.638906760 3.130377759736e+00 -3.817468336027e-02
6194 6541.354659155 2.235822576965e+00 1.674719254455e+00
6195 6541.862394583 -2.091193809896e+00 4.331378788664e+00
6196 6543.517657050 8.192681924491e+00 -5.466331339490e+00
6197 6544.117508866 8.134367261121e+00 4.123811795161e+00
6198 6545.406761306 5.698849111096e+00 -6.733361623559e+00
6199 6546.203853146 4.933803840660e+00 -2.671078805993e+00
6200 6546.926187187 5.696510838949e+00 7.778250993330e-01
6201 6547.849360758 7.839212465571e+00 5.477260080199e-01
6202 6549.129863100 1.315767847502e+00 -3.804505667143e+00
6203 6549.691789354 2.601428604825e+00 -1.268405986839e-01
6204 6550.283449196 1.993432723927e+00 3.373208390453e+00
6205 6551.606750605 3.956153437679e+00 -1.764292873669e+00
6206 6552.137913651 2.411722550075e+00 2.896133030240e+00
6207 6552.822686786 -5.441511021020e-01 8.023747141841e+00
6208 6554.188696831 2.087757287746e+01 6.955025549860e-01
6209 6555.776866674 -3.452046715509e+00 -3.536724439473e+00
6210 6556.290164156 1.345086412688e+00 -2.032873618316e+00
6211 6556.932787603 2.265335733942e+00 -1.768266828409e-01
6212 6557.550866184 2.120846314791e+00 2.760701364333e+00
6213 6558.710265696 5.580766537337e+00 1.567062567054e-01
6214 6559.459473094 5.005401478286e+00 3.179399573212e+00
6215 6560.485236248 6.718295208461e+00 9.640159191964e-01
6216 6561.246375942 6.186781825945e+00 4.594509708488e+00
6217 6562.260958256 1.056763426790e+01 2.744701302405e+00
6218 6563.369421996 8.428497782263e+00 -4.143665692333e+00
6219 6564.166004197 8.311714418276e+00 -7.000897524978e-01
6220 6565.225896725 5.510499572109e+00 -3.987519583335e+00
6221 6565.916463679 6.737458253408e+00 7.773875196557e-01
6222 6567.222123704 1.185450888895e+00 -3.988896358770e+00
6223 6567.810942959 2.726764203666e+00 -5.161272341012e-01
6224 6568.585110674 2.767781777110e+00 7.465867992170e-01
6225 6569.319354207 2.027386416164e+00 2.320671148596e+00
6226 6569.866289056 -2.821494059435e+00 4.901564924637e+00
6227 6571.349397080 1.941909256373e+01 1.538377374315e+00
6228 6572.768540539 -7.987888909107e-01 -5.587434853863e+00
6229 6573.166263739 4.573030847543e+00 2.111644409544e-01
6230 6574.230084645 5.910346943898e+00 -3.310765518560e+00
6231 6575.279364268 1.824942984746e+00 -2.950707904642e+00
6232 6575.921041737 1.844624941954e+00 -1.966004267698e-01
6233 6576.290007733 -4.820257673831e-01 2.621431154115e+00
6234 6577.842444727 6.676127921843e+00 -3.674740412972e+00
6235 6578.668340545 4.404551804397e+00 -1.045592810527e+00
6236 6579.281726766 3.528997579831e+00 3.462230771013e+00
6237 6580.253132475 6.907147016880e+00 4.139623915920e+00
6238 6581.106726792 8.901578912535e+00 7.706450039517e+00
6239 6582.366235017 1.267330123216e+01 -7.328241851903e+00
6240 6583.647989893 -9.985836910546e-01 -3.625380958730e+00
6241 6584.025065237 3.075469347145e+00 -2.818933494356e-02
6242 6585.152149259 2.258238636981e+00 -2.264524076175e+00
6243 6585.766065749 2.366236812981e+00 5.291098660425e-01
6244 6586.365117608 1.108095482370e+00 3.681465047244e+00
6245 6587.679935019 4.665166358549e+00 -7.157766231254e-01
6246 6588.133534515 8.245182172366e-01 5.146334704545e+00
6247 6589.210210195 1.084304042554e+01 1.137328415897e+01
6248 6590.863205277 -1.731576412947e+00 -7.496554671992e+00
6249 6591.491048593 2.516832016824e+00 -2.806289825978e+00
6250 6592.144011229 3.517051677889e+00 1.089299163813e-01
6251 6592.845950012 4.096146023981e+00 3.675152943857e+00
6252 6594.035062428 8.171168096406e+00 -2.198525009483e+00
6253 6595.182141382 1.568382761025e+00 -3.166065372411e+00
6254 6595.672779584 2.675969320757e+00 8.993774819026e-01
6255 6596.500204524 3.455154272448e+00 2.302899838097e+00
6256 6597.265170319 3.066864711641e+00 5.586721034653e+00
6257 6598.340695484 9.044116259578e+00 4.586599905853e+00
6258 6599.176046768 1.080419078863e+01 9.197899007174e+00
6259 6600.753780455 -5.858681547966e-01 -8.302512031352e+00
6260 6601.347457984 4.652018633095e+00 -2.947723869599e+00
6261 6602.390527991 1.763345088737e+00 -3.085766193271e+00
6262 6602.977753482 2.945675152896e+00 1.391000813074e-01
6263 6603.897138837 2.814316327692e+00 -2.678731528695e-02
6264 6604.427167139 9.727210254451e-01 3.350191127452e+00
6265 6605.399554340 4.567255388320e+00 7.907572817741e+00
6266 6606.694580788 1.033586440802e+01 -3.387277312724e+00
6267 6607.765474189 1.634213661430e+00 -2.062581434243e+00
6268 6607.967781789 9.546408546789e-02 2.822887526360e+00
6269 6609.741917966 3.749184474857e-01 -4.865500110945e+00
6270 6610.094415677 3.963490817412e+00 1.776084704820e+00
6271 6611.386797396 3.191544062568e+00 -4.312591577352e+00
6272 6612.007975269 4.434596367618e+00 2.067998534091e-01
6273 6612.907977502 5.786064531145e+00 3.284757751387e-01
6274 6614.103829390 1.486033094902e+00 -2.134649792669e+00
6275 6614.525354352 1.609188473793e+00 1.389345938727e+00
6276 6615.245604673 9.103433044022e-01 4.011117453606e+00
6277 6616.001321093 -2.969677984266e+00 9.995888445210e+00
6278 6617.823120342 3.153494239239e+00 -1.331469970522e+01
6279 6618.582598754 5.256815356847e+00 -5.858983744303e+00
6280 6619.598203883 1.342821489638e+00 -3.812480504306e+00
6281 6620.243653082 2.412228978512e+00 -8.443638806817e-01
6282 6620.801846218 2.220195664269e+00 2.591224949125e+00
6283 6621.897593444 6.415666321415e+00 1.238219626799e+00
6284 6622.896150264 5.339710357531e+00 -7.682671529224e-01
6285 6623.574968354 4.605226016908e+00 3.402034327687e+00
6286 6624.663719463 6.110722403732e+00 -6.926218038162e-02
6287 6625.250125791 3.472637872933e+00 6.646872215607e+00
6288 6626.636287300 8.408935689600e+00 -5.672978081838e+00
6289 6627.460241762 6.122928218302e+00 -2.027011687172e+00
6290 6628.061836653 6.205008393255e+00 5.530677273501e+00
